FeatureCode,DateCode,Measurement,Units,Value,Waste Management,Waste Category
S12000042,2011,Count,Tonnes,505,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000029,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000039,2011,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S92000003,2011,Count,Tonnes,2412,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000019,2011,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000039,2011,Count,Tonnes,4660,Recycled (pre 2014 method),Paper and cardboard wastes
S12000034,2011,Count,Tonnes,0,Landfilled,Soils
S12000017,2011,Ratio,Percentage,44,Recycled (pre 2014 method),Total Waste
S12000041,2011,Count,Tonnes,0,Landfilled,Rubber wastes
S12000039,2011,Count,Tonnes,761,Recycled,Plastic wastes
S12000013,2011,Count,Tonnes,101,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000042,2011,Count,Tonnes,157,Recycled,Textile wastes
S12000029,2011,Count,Tonnes,984,Waste Generated,Paper and cardboard wastes
S12000013,2011,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S92000003,2011,Count,Tonnes,296664,Waste Generated,Vegetal wastes
S12000042,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000013,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000019,2011,Count,Tonnes,0,Landfilled,Soils
S12000029,2011,Count,Tonnes,0,Other Diversion,Soils
S12000033,2011,Count,Tonnes,0,Landfilled,Glass wastes
S12000039,2011,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000039,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000029,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000041,2011,Count,Tonnes,0,Other Diversion,Textile wastes
S12000045,2011,Count,Tonnes,0,Other Diversion,Total Waste
S92000003,2011,Count,Tonnes,14589,Recycled (pre 2014 method),Textile wastes
S12000029,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000013,2011,Count,Tonnes,4,Recycled,Used oils
S12000045,2011,Count,Tonnes,952,Waste Generated,Mixed and undifferentiated materials
S12000017,2011,Count,Tonnes,20,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2011,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000017,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000029,2011,Count,Tonnes,0,Landfilled,Used oils
S12000017,2011,Count,Tonnes,1100,Recycled,Textile wastes
S12000035,2011,Count,Tonnes,6484,Other Diversion (pre 2014 method),Total Waste
S12000039,2011,Count,Tonnes,0,Landfilled,Mixed and undifferentiated materials
S12000049,2011,Count,Tonnes,7478,Recycled (pre 2014 method),Mineral waste from construction and demolition
S92000003,2011,Count,Tonnes,36226,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2011,Count,Tonnes,16,Waste Generated,Mixed and undifferentiated materials
S92000003,2011,Count,Tonnes,240346,Recycled,Paper and cardboard wastes
S12000045,2011,Count,Tonnes,0,Landfilled,Wood wastes
S12000029,2011,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000042,2011,Count,Tonnes,22141,Recycled,Total Waste
S12000049,2011,Count,Tonnes,14,Waste Generated,Batteries and accumulators wastes
S12000029,2011,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000045,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000029,2011,Count,Tonnes,9,Recycled,Used oils
S12000035,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2011,Count,Tonnes,92,Recycled (pre 2014 method),Textile wastes
S12000045,2011,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000034,2011,Count,Tonnes,44,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000019,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000049,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Household and similar wastes
S92000003,2011,Count,Tonnes,89468,Recycled,Wood wastes
S92000003,2011,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000017,2011,Count,Tonnes,2300,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S92000003,2011,Count,Tonnes,10524,Landfilled,Combustion wastes
S12000013,2011,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000017,2011,Count,Tonnes,1885,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000013,2011,Count,Tonnes,16509,Waste Generated,Total Waste
S12000039,2011,Count,Tonnes,0,Landfilled,Textile wastes
S12000017,2011,Count,Tonnes,1617,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000019,2011,Count,Tonnes,0,Landfilled,Combustion wastes
S12000017,2011,Count,Tonnes,1001,Recycled,Household and similar wastes
S12000017,2011,Count,Tonnes,8101,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000041,2011,Count,Tonnes,0,Other Diversion,Soils
S92000003,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000033,2011,Count,Tonnes,12,Waste Generated,Batteries and accumulators wastes
S12000033,2011,Count,Tonnes,16,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000019,2011,Count,Tonnes,0,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000019,2011,Count,Tonnes,0,Other Diversion,Textile wastes
S12000013,2011,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000033,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2011,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000013,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S92000003,2011,Count,Tonnes,1171,Waste Generated,Rubber wastes
S12000033,2011,Count,Tonnes,0,Landfilled,Mixed and undifferentiated materials
S12000033,2011,Count,Tonnes,16,Recycled (pre 2014 method),Rubber wastes
S12000029,2011,Count,Tonnes,0,Other Diversion,Used oils
S12000029,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000035,2011,Count,Tonnes,190,Waste Generated,Textile wastes
S92000003,2011,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000045,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000019,2011,Count,Tonnes,0,Other Diversion,Soils
S12000033,2011,Count,Tonnes,0,Other Diversion,Combustion wastes
S12000029,2011,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000045,2011,Count,Tonnes,390,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S92000003,2011,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000017,2011,Count,Tonnes,613,Waste Generated,Textile wastes
S12000049,2011,Count,Tonnes,67017,Recycled (pre 2014 method),Total Waste
S12000039,2011,Count,Tonnes,65,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000049,2011,Count,Tonnes,183691,Landfilled,Household and similar wastes
S12000041,2011,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000029,2011,Count,Tonnes,15045,Recycled,Paper and cardboard wastes
S12000049,2011,Count,Tonnes,578,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2011,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000050,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Combustion wastes
S12000041,2011,Count,Tonnes,0,Recycled,"Metallic wastes, ferrous"
S12000034,2011,Count,Tonnes,7180,Recycled,Glass wastes
S12000017,2011,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000042,2011,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000018,2011,Count,Tonnes,569,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S92000003,2011,Count,Tonnes,0,Other Diversion,Textile wastes
S12000035,2011,Count,Tonnes,613,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000042,2011,Count,Tonnes,0,Other Diversion,Glass wastes
S12000017,2011,Count,Tonnes,2280,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S92000003,2011,Count,Tonnes,11784,Waste Generated,Textile wastes
S12000029,2011,Ratio,Percentage,0,Other Diversion,Total Waste
S12000050,2011,Count,Tonnes,0,Other Diversion,Used oils
S12000039,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S92000003,2011,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000018,2011,Count,Tonnes,33937,Waste Generated,Total Waste
S12000034,2011,Count,Tonnes,1149,Recycled (pre 2014 method),Soils
S12000017,2011,Count,Tonnes,0,Landfilled,Wood wastes
S12000045,2011,Count,Tonnes,410,Recycled (pre 2014 method),Wood wastes
S12000040,2011,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000029,2011,Count,Tonnes,5586,Recycled,Wood wastes
S12000034,2011,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000029,2011,Count,Tonnes,0,Recycled,Discarded vehicles
S12000035,2011,Count,Tonnes,136,Recycled (pre 2014 method),Household and similar wastes
S12000013,2011,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000040,2011,Count,Tonnes,0,Landfilled,Combustion wastes
S12000035,2011,Ratio,Percentage,30,Recycled (pre 2014 method),Total Waste
S12000042,2011,Count,Tonnes,89,Recycled,Household and similar wastes
S12000035,2011,Count,Tonnes,613,Recycled,Mineral waste from construction and demolition
S12000014,2011,Count,Tonnes,955,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000035,2011,Count,Tonnes,0,Other Diversion,Textile wastes
S12000014,2011,Count,Tonnes,0,Other Diversion,Used oils
S12000040,2011,Count,Tonnes,0,Landfilled,Textile wastes
S12000017,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000050,2011,Count,Tonnes,63082,Recycled (pre 2014 method),Total Waste
S12000050,2011,Count,Tonnes,371,Recycled,"Metallic wastes, non-ferrous"
S92000003,2011,Count,Tonnes,1453789,Landfilled,Total Waste
S12000029,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000029,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000039,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000035,2011,Count,Tonnes,680,Waste Generated,Animal and mixed food waste
S12000050,2011,Count,Tonnes,15,Waste Generated,Batteries and accumulators wastes
S12000033,2011,Count,Tonnes,0,Recycled,Combustion wastes
S12000033,2011,Ratio,Percentage,64,Landfilled,Total Waste
S12000045,2011,Count,Tonnes,4838,Recycled,Paper and cardboard wastes
S12000049,2011,Count,Tonnes,1246,Recycled (pre 2014 method),Household and similar wastes
S12000050,2011,Count,Tonnes,0,Other Diversion,Glass wastes
S92000003,2011,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000041,2011,Count,Tonnes,25992,Recycled (pre 2014 method),Total Waste
S92000003,2011,Count,Tonnes,328891,Recycled (pre 2014 method),Vegetal wastes
S12000050,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000018,2011,Count,Tonnes,6,Waste Generated,Batteries and accumulators wastes
S12000042,2011,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000040,2011,Count,Tonnes,2818,Recycled,Wood wastes
S12000029,2011,Count,Tonnes,0,Landfilled,Glass wastes
S12000039,2011,Count,Tonnes,46,Recycled (pre 2014 method),Soils
S12000050,2011,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000035,2011,Count,Tonnes,1051,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000013,2011,Count,Tonnes,758,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000014,2011,Ratio,Percentage,0,Other Diversion,Total Waste
S12000041,2011,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000034,2011,Count,Tonnes,9619,Recycled,Vegetal wastes
S12000029,2011,Count,Tonnes,0,Waste Generated,Animal and mixed food waste
S12000017,2011,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000040,2011,Ratio,Percentage,44,Recycled (pre 2014 method),Total Waste
S12000017,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000013,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Household and similar wastes
S12000039,2011,Ratio,Percentage,45,Recycled,Total Waste
S12000017,2011,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000017,2011,Count,Tonnes,2526,Recycled,Wood wastes
S12000035,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000040,2011,Count,Tonnes,2818,Recycled (pre 2014 method),Wood wastes
S12000014,2011,Count,Tonnes,4769,Recycled,Mineral waste from construction and demolition
S12000034,2011,Count,Tonnes,0,Landfilled,Combustion wastes
S12000040,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000029,2011,Count,Tonnes,57573,Recycled,Total Waste
S12000045,2011,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000040,2011,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000033,2011,Count,Tonnes,1420,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2011,Count,Tonnes,0,Landfilled,Rubber wastes
S92000003,2011,Count,Tonnes,0,Landfilled,Textile wastes
S12000013,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000050,2011,Count,Tonnes,12,Waste Generated,"Metallic wastes, non-ferrous"
S12000041,2011,Count,Tonnes,482,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2011,Count,Tonnes,869,Recycled,Textile wastes
S12000042,2011,Count,Tonnes,0,Landfilled,Plastic wastes
S12000042,2011,Count,Tonnes,10,Waste Generated,Batteries and accumulators wastes
S12000035,2011,Count,Tonnes,26126,Landfilled,Total Waste
S12000041,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000042,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000018,2011,Count,Tonnes,0,Landfilled,Wood wastes
S12000017,2011,Count,Tonnes,20,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000017,2011,Count,Tonnes,87,Other Diversion (pre 2014 method),Total Waste
S12000017,2011,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000017,2011,Ratio,Percentage,0,Other Diversion (pre 2014 method),Total Waste
S12000042,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000050,2011,Count,Tonnes,3871,Recycled (pre 2014 method),Plastic wastes
S12000029,2011,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S92000003,2011,Count,Tonnes,8127,Waste Generated,Plastic wastes
S12000033,2011,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000029,2011,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000029,2011,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000039,2011,Count,Tonnes,46,Recycled,Soils
S12000034,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Total Waste
S12000017,2011,Count,Tonnes,160,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000042,2011,Count,Tonnes,44,Recycled (pre 2014 method),Animal and mixed food waste
S12000040,2011,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000035,2011,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000018,2011,Count,Tonnes,949,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000017,2011,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000017,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S92000003,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000017,2011,Count,Tonnes,68856,Landfilled,Total Waste
S12000049,2011,Count,Tonnes,7478,Recycled,Mineral waste from construction and demolition
S12000034,2011,Count,Tonnes,9619,Waste Generated,Vegetal wastes
S12000042,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000042,2011,Ratio,Percentage,10,Other Diversion (pre 2014 method),Total Waste
S12000018,2011,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000014,2011,Count,Tonnes,0,Landfilled,Glass wastes
S12000030,2011,Count,Tonnes,6,Recycled (pre 2014 method),Used oils
S12000041,2011,Count,Tonnes,16,Waste Generated,Rubber wastes
S12000035,2011,Count,Tonnes,680,Recycled,Animal and mixed food waste
S12000050,2011,Ratio,Percentage,0,Other Diversion (pre 2014 method),Total Waste
S12000039,2011,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000040,2011,Count,Tonnes,0,Other Diversion,Textile wastes
S12000033,2011,Count,Tonnes,16,Recycled,Mixed and undifferentiated materials
S12000034,2011,Count,Tonnes,39,Waste Generated,Chemical wastes
S12000049,2011,Ratio,Percentage,27,Recycled (pre 2014 method),Total Waste
S12000013,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000033,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000013,2011,Count,Tonnes,0,Other Diversion,Household and similar wastes
S12000034,2011,Count,Tonnes,0,Other Diversion,Used oils
S12000050,2011,Count,Tonnes,16,Recycled (pre 2014 method),Used oils
S12000014,2011,Count,Tonnes,3132,Recycled (pre 2014 method),Glass wastes
S12000050,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000050,2011,Ratio,Percentage,0,Other Diversion,Total Waste
S12000040,2011,Count,Tonnes,10005,Recycled (pre 2014 method),Paper and cardboard wastes
S12000014,2011,Count,Tonnes,63,Recycled (pre 2014 method),Discarded vehicles
S92000003,2011,Count,Tonnes,15111,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000039,2011,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
